ID,UUID, LocationTitle,AddressLine1,AddressLine2,Town,StateOrProvince,Postcode,Country,Latitude,Longitude,Distance,DistanceUnit,Addr_ContactTelephone1,Addr_ContactTelephone2,Addr_ContactEmail,Addr_AccessComments,Addr_GeneralComments,Addr_RelatedURL,ConnectionType,ChargerType,UsageType,NumberOfPoints,GeneralComments,DateLastConfirmed,StatusType,DateLastStatusUpdate,DateCreated
129537,DAD16487-1013-4041-BA56-6B1A9E1BA0BB,Walk at Highwoods Preserve,18001 Highwoods Preserve Parkway,,Tampa,FL,33647,United States,28.13091,-82.36635,,0,833-632-2778,,,24 hours daily,,https://www.electrifyamerica.com/,CHAdeMO; SAE Combo (DC Fast Charge J1772);,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129538,D9600950-92DE-4BFA-B576-A2F1FE353510,Greenlots - 162021,5645 Nebraska Ave,,New Port Richey,FL,34652,United States,28.249986,-82.720474,,0,855-900-7584,,,24 hours daily,,http://greenlots.com/,J1772;,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129539,4316D01B-47D3-4F1F-9152-C4CD33F92CC4,Greenlots - 162129,101 Champions Vue Loop,,Davenport,FL,33897,United States,28.27082443,-81.65944672,,0,855-900-7584,,,24 hours daily,,http://greenlots.com/,J1772;,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129540,C13D38AC-EDB2-4207-9B4F-0EE9C7409011,CB PARKING,25 S Orlando Ave,,Cocoa Beach,FL,32931,United States,28.3177594,-80.6100138,,0,888-758-4389,,,24 hours daily,,http://www.chargepoint.com/,J1772;,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129541,6B290B12-3841-4E76-936D-6130E570933E,REEDY CREEK,1515 Buena Vista Dr,,Lake Buena Vista,FL,32830,United States,28.351429,-81.578326,,0,888-758-4389,,,24 hours daily,,http://www.chargepoint.com/,J1772;,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129542,14AFAB4C-9753-46D9-B9F7-5308878B9341,HOLLYWOOD,351 S Studio Dr,,Lake Buena Vista,FL,32830,United States,28.354302,-81.559058,,0,888-758-4389,,,24 hours daily,,http://www.chargepoint.com/,J1772;,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129543,381F78F6-93A5-4F38-8C79-6F4F2D9D4744,"Sam’s Club 4991 – Cocoa,Fl",450 Townsend Rd.,,Cocoa,FL,32926,United States,28.361391,-80.793137,,0,833-632-2778,,,24 hours daily,,https://www.electrifyamerica.com/,CHAdeMO; SAE Combo (DC Fast Charge J1772);,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129544,888854AA-3031-427C-94F6-5560E311488F,HILTON ORLANDO,2800 Destination Pkwy,,Orlando,FL,32819,United States,28.4372928,-81.4275891,,0,888-758-4389,,,24 hours daily,,http://www.chargepoint.com/,J1772;,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129545,953DB0D2-A5E9-4878-99F4-0D3E00F606CE,BELLANOVA,7800 Jubilee Park Blvd,,Orlando,FL,32822,United States,28.456801,-81.2873756,,0,888-758-4389,,,24 hours daily,,http://www.chargepoint.com/,J1772;,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129546,C4F5BBB7-EBE1-4E55-9D82-88D51F0E2E22,Home2 Suites,1450 Champions Way,,Clermont,FL,34711,United States,28.589844,-81.778903,,0,866-816-7584,,,24 hours daily,,http://evconnect.com/,J1772;,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129547,89CCD7AC-C949-4850-A5B3-93714578A6CE,DRESI,12046 Collegiate Way,,Orlando,FL,32817,United States,28.5966703,-81.2119715,,0,888-758-4389,,,24 hours daily,,http://www.chargepoint.com/,J1772;,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129548,E2A17EAC-54AE-427C-A41B-523E8D690A4B,Greenlots - 162057,400 Alexandria Blvd,,Oviedo,FL,32765,United States,28.652888,-81.202456,,0,855-900-7584,,,24 hours daily,,http://greenlots.com/,J1772;,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129549,A3F0630B-BC2B-4C15-856A-9E4994337D8D,Greenlots - 52416,357 Center Lake Lane,,Oviedo,FL,32765,United States,28.65922,-81.202928,,0,855-900-7584,,,24 hours daily,,http://greenlots.com/,J1772; CHAdeMO; SAE Combo (DC Fast Charge J1772);,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129550,0A665CE4-CE20-4CC3-94E5-CCCFED033266,OS MANAGED,1107 Robie Ave,,Mount Dora,FL,32757,United States,28.7896676,-81.633456,,0,888-758-4389,,,24 hours daily,,http://www.chargepoint.com/,J1772;,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129551,697222C6-7D68-497B-B5C5-EA7C61DDB8D4,Greenlots - 162086,2345 Providence Blvd,,Deltona,FL,32725,United States,28.92912,-81.2221,,0,855-900-7584,,,24 hours daily,,http://greenlots.com/,J1772;,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129552,D81C6C2F-7BF4-4AB9-8D67-859A88EFC51C,Greenlots - 43200,1640 Doctor MLK Blvd,,Deltona,FL,32725,United States,28.94402122,-81.23355865,,0,855-900-7584,,,24 hours daily,,http://greenlots.com/,CHAdeMO; SAE Combo (DC Fast Charge J1772);,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129554,E2B2CB44-99BB-4C19-B077-40591B54DAF5,Tomoka Pointe,1317 Tomoka Town Center Drive,,Daytona Beach,FL,32117,United States,29.2157488,-81.0917041,,0,800-663-5633,,,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,http://www.semacharge.com/,J1772;,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129555,E2878C54-728F-4B2E-ACB5-1B23C0EC0E4E,Agave,633 S St Mary's St,,San Antonio,TX,78205,United States,29.4188574,-98.4915353,,0,800-663-5633,,,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,http://www.semacharge.com/,J1772;,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129556,D8C824BB-BC46-4D93-B110-63640F31A91D,ALAMO CITY H-D,11005 N Interstate 35 Frontage Rd,,San Antonio,TX,78233,United States,29.5391692,-98.3818106,,0,888-758-4389,,,24 hours daily,,http://www.chargepoint.com/,SAE Combo (DC Fast Charge J1772);,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129557,4CAF94E3-9574-4C58-89AA-4D0A1950BE74,"Walmart 1803 - San Antonio, TX",4331 Thousand Oaks Dr.,,San Antonio,TX,78217,United States,29.552415,-98.408756,,0,833-632-2778,,,24 hours daily,,https://www.electrifyamerica.com/,CHAdeMO; SAE Combo (DC Fast Charge J1772);,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129558,60046783-5747-4629-BBAF-2ECE1CAB08F8,Rudy's Country Store and BBQ - Tesla Supercharger,20500 Southwest Freeway,,Richmond,TX,77469,United States,29.561965,-95.691036,,0,877-798-3752,,,24 hours daily; for Tesla use only,,http://www.teslamotors.com/supercharger,Tesla Supercharger;,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129559,749B19B7-6EE1-4291-BEB8-24E09EA6F262,GVEC,927 TX-46,,Seguin,TX,78155,United States,29.5770711,-97.9899134,,0,888-758-4389,,,24 hours daily,,http://www.chargepoint.com/,CHAdeMO; SAE Combo (DC Fast Charge J1772);,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129560,A51AA553-26F8-4359-A3F4-4749356FADFA,VILLAS RIM,16333 Vance Jackson,,San Antonio,TX,78257,United States,29.5953569,-98.5910427,,0,888-758-4389,,,24 hours daily,,http://www.chargepoint.com/,J1772;,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129561,FC3D5652-7A3B-49CA-8F55-9FECA0CDF5D3,STUBBS HD,4400 Telephone Rd,,Houston,TX,77087,United States,29.698753,-95.303208,,0,888-758-4389,,,24 hours daily,,http://www.chargepoint.com/,J1772; SAE Combo (DC Fast Charge J1772);,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129562,FF274D36-DC54-4BE8-8D5C-01A64A89D87E,Greenlots - 162074,44 Avenue D,,Apalachicola,FL,32320,United States,29.726499,-84.984094,,0,855-900-7584,,,24 hours daily,,http://greenlots.com/,J1772;,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129563,C533D819-FF6F-4344-A39D-2A31019EBC6E,Greenlots - 162072,24 Avenue F,,Apalachicola,FL,32320,United States,29.728504,-84.985344,,0,855-900-7584,,,24 hours daily,,http://greenlots.com/,J1772;,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129564,0AC80321-7F78-409F-BD15-A7E1F3692A49,"Walmart 1137 - Houston, TX",13750 East Freeway,,Houston,TX,77015,United States,29.769435,-95.176436,,0,833-632-2778,,,24 hours daily,,https://www.electrifyamerica.com/,CHAdeMO; SAE Combo (DC Fast Charge J1772);,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129566,B609D23C-312F-4F8B-8432-C27D038500CA,ST AUGUSTINE FL,150 Malaga St,,St. Augustine,FL,32084,United States,29.8928784,-81.3208876,,0,888-758-4389,,,24 hours daily,,http://www.chargepoint.com/,J1772;,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129567,18215C9A-EA14-4D96-BDB7-17E3CFA7880D,H-D WOODLANDS,25545 I-45,,The Woodlands,TX,77380,United States,30.1330419,-95.4455445,,0,888-758-4389,,,24 hours daily,,http://www.chargepoint.com/,SAE Combo (DC Fast Charge J1772);,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129568,0DCE55D2-A4EE-4EE4-BDE5-9BC6696A2AA0,COWBOYHDAUSTIN,10917 S IH 35 Frontage Rd,,Austin,TX,78747,United States,30.143066,-97.79395,,0,888-758-4389,,,24 hours daily,,http://www.chargepoint.com/,SAE Combo (DC Fast Charge J1772);,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129569,2AF25926-6FC2-476C-8E61-A3E42B6139B4,"Walmart 457 - Vidor, TX",1360 North Main Street,,Vidor,TX,77662,United States,30.143099,-94.012908,,0,833-632-2778,,,24 hours daily,,https://www.electrifyamerica.com/,CHAdeMO; SAE Combo (DC Fast Charge J1772);,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129570,129A05F0-1085-41B0-B92E-34BC4FA86AF0,HHM,1900 Lake Woodlands Dr,,The Woodlands,TX,77380,United States,30.1658128,-95.4632202,,0,888-758-4389,,,24 hours daily,,http://www.chargepoint.com/,J1772;,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129573,D0A21D56-A034-41AF-AF93-24C4DC9D7A3C,UL,231 EAST LEWIS ST.,,Lafayette,LA,70503,United States,30.2095746,-92.0223281,,0,800-663-5633,,,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,http://www.semacharge.com/,J1772;,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129575,1185627A-C652-4A57-8346-AE81FB12E59E,Lantana Place - Tesla Destination,7415 Southwest Pkwy,,Austin,TX,78735,United States,30.25596,-97.86825,,0,512-572-0770  877-798-3752,,,24 hours daily; for Tesla use only; for customer use only,,https://www.tesla.com/destination-charging,Unknown;,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129577,1F3F2FCB-0E1A-4C95-89FC-2BA5E8A5CB15,THE JAXON,4450 tropea way,,Jacksonville,FL,32246,United States,30.2634464,-81.5300706,,0,888-758-4389,,,24 hours daily,,http://www.chargepoint.com/,J1772;,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129578,E0581399-B612-4219-9376-FD7B95B4892D,MONTBAKEHOUSE,240 Longmire Rd,,Conroe,TX,77304,United States,30.3179795,-95.4757475,,0,888-758-4389,,,24 hours daily,,http://www.chargepoint.com/,J1772;,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129580,56425DD1-9C12-4116-839A-1F1973EE3ACA,THE CLARK,10005 Brownie Dr,,Austin,TX,78753,United States,30.3651611,-97.6854412,,0,888-758-4389,,,24 hours daily,,http://www.chargepoint.com/,J1772;,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129582,C1D14173-5CBE-47E1-A76B-914A348A55A6,The Henderson Park Inn - Tesla Destination,2700 Scenic Hwy 98,,Destin,FL,32541,United States,30.382881,-86.432398,,0,888-836-1105  877-798-3752,,,24 hours daily; for Tesla use only; for customer use only,,https://www.tesla.com/destination-charging,Unknown;,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129584,4E48DC1A-C81D-4F2C-9B28-0735B666B584,Publix #1573,625 W Gaines St,,Tallahassee,FL,32304,United States,30.434778,-84.29152,,0,850-577-1915,,,Store business hours; for customer use only,,,J1772;,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129585,B4A607BC-8F9D-4229-8FBE-F01D8795A499,16,7011 W Parmer Ln,,Austin,TX,78729,United States,30.4507583,-97.7492817,,0,888-758-4389,,,24 hours daily,,http://www.chargepoint.com/,J1772;,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129586,558215FE-581A-411E-A817-2C16648C588C,"Target T2531 - Hammond, LA",2030 Hammond Square Drive,,Hammond,LA,70403,United States,30.480842,-90.462794,,0,833-632-2778,,,24 hours daily,,https://www.electrifyamerica.com/,CHAdeMO; SAE Combo (DC Fast Charge J1772);,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129587,9D93ACE2-A4D3-470B-8A9D-DE504515B12E,JAA,Yankee Clipper Dr,,Jacksonville,FL,32218,United States,30.490215,-81.6746129,,0,888-758-4389,,,24 hours daily,,http://www.chargepoint.com/,J1772;,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129588,80B30D00-1618-4F98-B739-11271458C345,LIV Development - Round Rock,1401 Satellite View,,Round Rock,TX,78665,United States,30.5663,-97.6592,,0,888-998-2546,,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,http://www.blinkcharging.com/,J1772;,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129589,59697A8A-1CC1-4408-BF98-951DB03BD746,Round Rock Premium Outlets,4401 N. I-35,,Round Rock,TX,78664,United States,30.566381,-97.691596,,0,833-632-2778,,,24 hours daily,,https://www.electrifyamerica.com/,CHAdeMO; SAE Combo (DC Fast Charge J1772);,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129590,B5D77CDE-00A4-4BFC-A514-571BF9A4FE73,"Hampton Inn Ozona (Ozona, TX)",816 14TH St.,,Ozona,TX,76943,United States,30.706702,-101.205709,,0,833-632-2778,,,24 hours daily,,https://www.electrifyamerica.com/,CHAdeMO; SAE Combo (DC Fast Charge J1772);,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129592,CD259E8D-B9AF-418D-87DE-9C9E90CF64F5,"Walmart 897 - Fort Stockton, TX",2610 W. Dickinson Blvd.,,Fort Stockton,TX,79735,United States,30.894987,-102.907409,,0,833-632-2778,,,24 hours daily,,https://www.electrifyamerica.com/,CHAdeMO; SAE Combo (DC Fast Charge J1772);,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129593,2F65B6E3-F4D6-4315-822A-4539733182C3,Walmart 446 - Madisonville TX,1620 East Main St null,,Madisonville,TX,77864,United States,30.956893,-95.895882,,0,833-632-2778,,,24 hours daily,,https://www.electrifyamerica.com/,CHAdeMO; SAE Combo (DC Fast Charge J1772);,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129594,F9681822-9B44-43CD-83C3-9BC3F930EA38,"Days Inn - Van Horn, TX",600 E Broadway,,Van Horn,TX,79855,United States,31.040115,-104.823968,,0,833-632-2778,,,24 hours daily,,https://www.electrifyamerica.com/,CHAdeMO; SAE Combo (DC Fast Charge J1772);,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129595,ACD2EA00-83DD-4F51-8435-C34D21B915DD,G. SHELTON BMW,6006 S General Bruce Dr,,Temple,TX,76502,United States,31.0757484,-97.4161635,,0,888-758-4389,,,24 hours daily,,http://www.chargepoint.com/,J1772;,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129596,A09E79B2-F50B-469C-8FA5-133B0F933E46,City of H'burg,212 West Front Street,,Hattiesburg,MS,39401,United States,31.3251612,-89.2908272,,0,800-663-5633,,,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,http://www.semacharge.com/,J1772;,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129597,B950ABA4-74F7-4ED5-A955-0AE617DF9480,Starbucks - Tesla Supercharger,1204 U.S. 82,,Tifton,GA,31794,United States,31.448349,-83.492819,,0,877-798-3752,,,24 hours daily; for Tesla use only,,http://www.teslamotors.com/supercharger,Tesla Supercharger;,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129598,54CFB60C-2DA8-4F29-8B0D-102FF83A8E36,"Walmart 1254 - Bellmead, TX",1521 N Interstate 35 Frontage Rd,,Bellmead,TX,76705,United States,31.60057,-97.105852,,0,833-632-2778,,,24 hours daily,,https://www.electrifyamerica.com/,CHAdeMO; SAE Combo (DC Fast Charge J1772);,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129599,9F091605-FCEB-4EE7-A1B1-6D137752584D,"Walmart 512 - El Paso, TX",10727 Gateway Blvd West,,El Paso,TX,79935,United States,31.75124,-106.341503,,0,833-632-2778,,,24 hours daily,,https://www.electrifyamerica.com/,CHAdeMO; SAE Combo (DC Fast Charge J1772);,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129600,2E465D65-73A5-49B1-810D-EAE69C269670,"Walmart 1006 - Cordele, GA","1215 E 16th Ave. Cordele, GA 31015 null",,Cordele,GA,31015,United States,31.96344,-83.762632,,0,833-632-2778,,,24 hours daily,,https://www.electrifyamerica.com/,CHAdeMO; SAE Combo (DC Fast Charge J1772);,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129601,423E394F-6A43-4437-BAA6-A5D07415E748,"Walmart 3807 - Benson, AZ",201 S Prickly Pear Ave,,Benson,AZ,85602,United States,31.969795,-110.31471,,0,833-632-2778,,,24 hours daily,,https://www.electrifyamerica.com/,CHAdeMO; SAE Combo (DC Fast Charge J1772);,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129602,F54634F9-605D-4C6E-B485-2F16E9FD2C2E,"Walmart 3645 - Midland, TX",200 W. I-20,,Midland,TX,79701,United States,31.974518,-102.072571,,0,833-632-2778,,,24 hours daily,,https://www.electrifyamerica.com/,CHAdeMO; SAE Combo (DC Fast Charge J1772);,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129603,1FD71F03-35D0-4DFE-8235-E8AF8824B601,The Station at Savannah Quarters,100 Harley Lane,,Pooler,GA,31322,United States,32.084167,-81.285278,,0,888-998-2546,,,unknown,,http://www.blinkcharging.com/,J1772;,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129604,E8926432-FBE0-439E-9F0A-D1F828F8479C,GEORGIA POWER,1601 Pooler Parkway,,Pooler,GA,31322,United States,32.0877971,-81.2769473,,0,888-758-4389,,,24 hours daily,,http://www.chargepoint.com/,CHAdeMO; SAE Combo (DC Fast Charge J1772);,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129605,ECA333AB-D2F2-4119-815D-6418262EEE5B,IRC EV 1,18 Wilborn Rd,,Hilton Head Island,SC,29926,United States,32.2196585,-80.7336061,,0,888-758-4389,,,24 hours daily,,http://www.chargepoint.com/,J1772;,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129606,EE39B39E-885A-4070-B135-6041B0D39A8C,"Walmart 5166 - Deming, NM",1021 E. Pine St,,Deming,NM,88030,United States,32.269547,-107.746734,,0,833-632-2778,,,24 hours daily,,https://www.electrifyamerica.com/,CHAdeMO; SAE Combo (DC Fast Charge J1772);,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129607,1A3B7E58-9F9E-4172-A407-8ACAC39015D9,"Walmart 3381 - Sweetwater, TX",407 NE Georgia Ave,,Sweetwater,TX,79556,United States,32.452939,-100.393829,,0,833-632-2778,,,24 hours daily,,https://www.electrifyamerica.com/,CHAdeMO; SAE Combo (DC Fast Charge J1772);,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129609,14B74CD7-B59B-4E37-9F74-03AFDB60ACBF,Greenlots - 52664,1615 Mater Dei Dr.,,Chula Vista,CA,91913,United States,32.61982346,-116.9759979,,0,855-900-7584,,,24 hours daily,,http://greenlots.com/,J1772;,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129615,909D57AE-37A1-4D20-879E-B24439260DA8,AZ AVILLA,2100 W Interstate 20,,Grand Prairie,TX,75052,United States,32.6829931,-97.0293831,,0,888-758-4389,,,24 hours daily,,http://www.chargepoint.com/,J1772;,,Public,,,,Unknown,7/21/2019 11:43,7/21/2019 11:43
129358,3ECCD06F-9E3A-415C-8AB9-D15C2C6680BE,"Laytonville, Ca Supercharger",45020 N Us Highway 101,,Laytonville,CA,95454-9049,United States,39.689252,-123.483306,,0,,,,,,,Tesla Supercharger;,,Public,8,"Charging8 Superchargers, available 24/7, up to 120kW",,Operational,7/18/2019 5:37,7/18/2019 5:37
129330,82546967-B423-4A6E-A75D-10ABBBB0F676,Alaskan Brewing Tap Room,5364 Commercial Boulevard,,Juneau,AK,99801,United States,58.35731869,-134.4868664,,0,907-780-5866,,info@alaskanbeer.com,Charger is located on the back right side of the building in the back parking lot,,https://alaskanbeer.com/,CHAdeMO;,,Public,1,,,Operational,7/18/2019 14:53,7/18/2019 2:28
129325,3D9F467F-1E17-436E-AD2E-E31A5FBDF9D1,14th Street,14th Street,,Garfield County,Garfield County,81650,United States,39.5421987,-107.7851567,,0,,,,"Free parking, free charging, 6.6 kW",,,J1772;,,Public,4,"Free parking, free charging, 6.6 kW",,Operational,7/18/2019 14:53,7/17/2019 17:30
129324,31338340-6F14-4F52-B51E-52886DC2AC30,Garfield Country Admin Building,14th Street,,Garfield County,Garfield County,81650,United States,39.64040366,-107.5180378,,0,,,,"Free parking, free charging, 6.6 kW",,,J1772;,,Public,4,"Free parking, free charging, 6.6 kW",,Operational,7/18/2019 14:49,7/17/2019 17:29
129222,4FFD93D5-B360-43DC-AB6B-860058844B1C,Sheraton Universal Hotel - Noodoe EV,333 Universal Hollywood Dr.,,"Universal City,",CA,91608,United States,34.13714945,-118.3593882,,0,1-888-222-6618,,,,,http://www.noodoe.com/ev,J1772;,,Public,10,,,Operational,8/11/2019 15:26,7/16/2019 3:38
129209,825BFD41-FD54-4A63-B608-C04F2E64C6DB,Hampton Inn & Suites Lake Placid,801 Mirror Lake DR,,Lake Placid,New York,12946,United States,44.283352,-73.980659,,0,(518) 523-9500,,,,,,Tesla (Model S onwards);,,Public,2,"2 Tesla Connectors, up to 16kW.Available for customers. Please see front desk.",,Operational,7/15/2019 16:19,7/15/2019 16:19
129213,192A7145-F042-4BBB-9B08-A2B013D816FD,Town of Superior,318 Main St,,Superior,,85173,United States,33.293457,-111.098439,,0,(520) 689-5752,,,,,,Tesla (Model S onwards);,,Public,4,"4 Tesla Connectors, up to 16kW.Available to the public. Self park.",,Operational,7/15/2019 16:19,7/15/2019 16:19
129197,074E8215-DD66-48DA-AEBE-26AF4D301E98,Majestic Inn & Spa,419 Commercial Ave,,Anacortes,,98221,United States,48.51854,-122.61215,,0,(877) 370-0100,,,,,,Tesla (Model S onwards);,,Public,2,"2 Tesla Connectors, up to 8kW.Available for customers. Please see front desk.",,Operational,7/15/2019 16:16,7/15/2019 16:16
129198,A0A02045-E5EA-438D-A5CF-699A5D78D041,Holiday Inn Express & Suites Portland Airport,9189 Ne Cascade Pkwy,,Portland,,97220,United States,45.57809,-122.56863,,0,(503) 249-8686,,,,,,Tesla (Model S onwards);,,Public,3,"3 Tesla Connectors, up to 16kW.Available for customers. Please see front desk.",,Operational,7/15/2019 16:16,7/15/2019 16:16
129199,0EAF3B72-E187-4570-88E7-1526B7D91E4A,Tropical Cuisine Restaurant,4899 Old National Hwy,,College Park,Georgia,30337,United States,33.622108,-84.476883,,0,(404) 767-7421,,,,,,Tesla (Model S onwards);,,Public,4,"4 Tesla Connectors, up to 16kW.Available to the public. Self park.",,Operational,7/15/2019 16:16,7/15/2019 16:16
129195,47198F06-0366-41C1-A208-0A7497EBED12,Elk Cove Vineyards,27751 NW Olson RD,,Gaston,Oregon,97119,United States,45.415215,-123.185232,,0,(503) 985-7760,,,,,,Tesla (Model S onwards);,,Public,1,"1 Tesla Connector, up to 16kW.Available for customers. Please call ahead.",,Operational,7/15/2019 16:15,7/15/2019 16:15
129178,D09225E3-1926-40CA-BB20-290A4C079FC3,West Regional Library,501 Old Spanish TRL,,Scott,Louisiana,70583,United States,30.232046,-92.106783,,0,(337) 232-9321,,,,,,Tesla (Model S onwards);,,Public,2,"2 Tesla Connectors, up to 10kW.Available to the public. Self park.",,Operational,7/15/2019 16:12,7/15/2019 16:12
129167,BD9B89DC-595C-4BED-9797-6A214F2417E8,Ucsd - Athena Garage,9415 Campus Point DR,,La Jolla,California,92093-0946,United States,32.879289,-117.2221437,,0,(858) 534-4223,,,,,,Tesla (Model S onwards);,,Public,6,"6 Tesla Connectors, up to 16kW.Available to the public. Self park.",,Operational,7/15/2019 16:10,7/15/2019 16:10
129168,BD5D48B3-B4C5-41F3-B61C-7482E14B2C1B,Renaissance Columbus Westerville Polaris Hotel,409 Altair Pkwy,,Westerville,Ohio,43082,United States,40.143236,-82.942878,,0,(614) 882-6800,,,,,,Tesla (Model S onwards);,,Public,2,"2 Tesla Connectors, up to 10kW.Available for customers. Self park.",,Operational,7/15/2019 16:10,7/15/2019 16:10
129170,F6130C99-DF9E-450D-839D-4B86ED85B703,Hyatt House San Jose/Cupertino,10380 Perimeter RD,,Cupertino,California,95014,United States,37.328737,-122.013545,,0,(669) 220-3800,,,,,,Tesla (Model S onwards);,,Public,8,"8 Tesla Connectors, up to 6kW.Available to the public. Self park.",,Operational,7/15/2019 16:10,7/15/2019 16:10
129162,8DBC7B3D-A99F-4DEC-81E6-9ADDA4730574,Windermere Camano Island,818 N Sunrise BLVD,,Camano,Washington,98282,United States,48.240444,-122.4555,,0,(360) 387-4663,,,,,,Tesla (Model S onwards);,,Public,3,"3 Tesla Connectors, up to 16kW.Available to the public. Self park.",,Operational,7/15/2019 16:09,7/15/2019 16:09
129146,B40F7912-9DB0-4369-8D3B-B42D3175689B,Freemason Garage,161 W Freemason St,,Norfolk,,23510,United States,36.850997,-76.291053,,0,(757) 664-6222,,,,,,Tesla (Model S onwards);,,Public,3,"3 Tesla Connectors, up to 16kW.Available to the public. Self park.",,Operational,7/15/2019 16:06,7/15/2019 16:06
129148,19BA987B-0B43-4619-8B94-C8234CB747C7,La Quinta Inn By Wyndham Gainesville,920 NW 69th Ter,,Gainesville,Florida,32605,United States,29.661655,-82.417031,,0,(352) 332-6466,,,,,,Tesla (Model S onwards);,,Public,2,"2 Tesla Connectors, up to 10kW.Available for customers. Self park.",,Operational,7/15/2019 16:06,7/15/2019 16:06
